,Text,Verified,Protected,Location,Followers,VerifiedRetweet,Source,NumTweetChars
3899,@thomas_mock @tjmahr https://t.co/MlkE0XVJki is your friend ;-) #rstats,FALSE,FALSE,YES,1,NA,other,71
3900,"@kdaljeet Try https://t.co/rJ0Flwg0lD - I got a full page with the query ""exploratory structural equation modeling"" #rstats",FALSE,FALSE,YES,1,NA,other,123
3901,"@kdaljeet It looks like the ""psych"" package has it - https://t.co/lYV9CJrXiz #rstats",FALSE,FALSE,YES,1,NA,other,84
3902,"the #rspatial #tidyverse synergy is amazing <U+0001F44F><U+0001F44F><U+0001F44F> I produced the plot below with a combination of `stars`, `sf`, `dplyr`, `ggplot2` &amp; friends. Code here: https://t.co/bULZDMXfHx (the points are Gaussian noise generated for the purpose of the example) #rstats https://t.co/DMzRfLbVck",FALSE,FALSE,YES,0,FALSE,Twitter for Android,317
3903,"Happy to share new tutorial on `ggstatsplot` package!
https://t.co/QwgL1w5bvi

Attempts to explain (~ &lt; 10 min.)
- why this package exists
- current functionality
- benefits
- limitations

Big thanks to @xieyihui for #xaringan &amp; @grrrck for CSS template!

#rstats #dataviz #ggplot https://t.co/2cqJIkIie5",FALSE,FALSE,NO,0,FALSE,Twitter for iPhone,311
3904,"Remember, if your code hasn�t worked the last n times, most statistical models will tell you that it will also fail the n+1st time too! As n grows, the evidence becomes overwhelming that you will fail forever. #DataScience #rstats #pydata",FALSE,FALSE,YES,0,FALSE,other,238
3905,"Happy to share new tutorial on `ggstatsplot` package!
https://t.co/QwgL1w5bvi

Attempts to explain (~ &lt; 10 min.)
- why this package exists
- current functionality
- benefits
- limitations

Big thanks to @xieyihui for #xaringan &amp; @grrrck for CSS template!

#rstats #dataviz #ggplot https://t.co/2cqJIkIie5",FALSE,FALSE,YES,0,FALSE,Twitter for Android,311
3906,"#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,YES,0,FALSE,Twitter for Android,161
3907,"Friendship ended with Scala, now rscala is my best friend #rstats #Scala (not really tho I still love Scala <U+0001F60D>)",FALSE,FALSE,YES,0,NA,other,121
3908,"A scientist talks about his success on #Twitter!

By @KirkDBorne 

https://t.co/Ic69ZYE31h �

#DataScience #rstats #socialmedia #innovation #socialmediamarketing #bigdata #analytics #ai #ml #ArtificialInteligence #MachineLearning #Machine_Learning #networking #hiring #influencer",FALSE,FALSE,NO,1,FALSE,other,279
3909,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,NO,0,TRUE,other,267
3910,"Final version of our new paper (with @mel_torq), ""Bayesian Statistics in Archaeology"", in @AnnualReviews of Anthropology. #rstats &amp; @mcmc_stan code for examples available in supp. materials. Behind paywall. Contact if you do not have access. #QUANTARCH
https://t.co/IZibOHTSrc https://t.co/S3Lf7tAJ2C",FALSE,FALSE,NO,0,FALSE,Twitter for Android,304
3911,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,YES,0,TRUE,Twitter Web App,267
3912,Generate multiple language version plots https://t.co/gQTk11HpMW #rstats #DataScience,FALSE,FALSE,YES,0,FALSE,Twitter for Android,85
3913,"R Beginner Workshop Series: Workshop 1 - Part 1

Part 1 of the materials, a summary of learning resources available to learn #rstats.

Presented by Alyce Russell (Twitter @nerdrusty). Slides in YouTube link. 

https://t.co/QYcXj4x8FC via @YouTube

#rladies",FALSE,FALSE,YES,0,FALSE,other,256
3914,"the #rspatial #tidyverse synergy is amazing <U+0001F44F><U+0001F44F><U+0001F44F> I produced the plot below with a combination of `stars`, `sf`, `dplyr`, `ggplot2` &amp; friends. Code here: https://t.co/bULZDMXfHx (the points are Gaussian noise generated for the purpose of the example) #rstats https://t.co/DMzRfLbVck",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,317
3915,Day three of @nceas @arcticdatactr training and I�ve now learned that you can use the command �Source� to call in functions from another script in #rstats! Excited for package development tomorrow. https://t.co/wxEzgli843,FALSE,FALSE,YES,0,NA,Twitter for iPhone,221
3916,"#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,YES,1,FALSE,Twitter for Android,161
3917,"the #rspatial #tidyverse synergy is amazing <U+0001F44F><U+0001F44F><U+0001F44F> I produced the plot below with a combination of `stars`, `sf`, `dplyr`, `ggplot2` &amp; friends. Code here: https://t.co/bULZDMXfHx (the points are Gaussian noise generated for the purpose of the example) #rstats https://t.co/DMzRfLbVck",FALSE,FALSE,YES,0,FALSE,Twitter for Android,317
3918,"Want to publish your R Markdown<U+0001F4C4> to @Confluence? Try conflr <U+0001F4E6>, a handy RStudio addin for this! #rstats #rmarkdown

blog post: https://t.co/lK8AKeAp9Y
repo: https://t.co/sZAKjgA1UT https://t.co/zdiAydcNPK",FALSE,FALSE,YES,1,FALSE,Twitter for Android,225
3919,"A scientist talks about his success on #Twitter!

By @KirkDBorne 

https://t.co/Ic69ZYE31h �

#DataScience #rstats #socialmedia #innovation #socialmediamarketing #bigdata #analytics #ai #ml #ArtificialInteligence #MachineLearning #Machine_Learning #networking #hiring #influencer",FALSE,FALSE,NO,0,FALSE,Twitter Web App,279
3920,"This is a *great* conference for #datascience #rstats #causalinference etc. in health policy. Propose a cool session and I'll see you there! 
 https://t.co/pTrucmhunA https://t.co/WmNkq1NoQQ",FALSE,FALSE,NO,0,FALSE,Twitter for Android,190
3921,"I've been putting off figuring out how to do multiple plots in #ggplot (for.. years..), but no longer!! This is phenomenal: https://t.co/U7Mp4zA2dw Handles alignment, different row widths, and ggsave. Thank you @ClausWilke! #cowplot #rstats https://t.co/PIyvrPQgRS",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,264
3922,"Happy to share new tutorial on `ggstatsplot` package!
https://t.co/QwgL1w5bvi

Attempts to explain (~ &lt; 10 min.)
- why this package exists
- current functionality
- benefits
- limitations

Big thanks to @xieyihui for #xaringan &amp; @grrrck for CSS template!

#rstats #dataviz #ggplot https://t.co/2cqJIkIie5",FALSE,FALSE,YES,0,FALSE,Twitter for Android,311
3923,"Last year I did a talk called ""Take a Sad Plot &amp; Make It Better"" <U+0001F62D>

Now I'm looking for brave souls (#rstats, #python, #Excel!) to share their sad plots with me for a Sad Plot Showcase. 

No shame, just sharing! <U+0001F91D>

https://t.co/E0HNX1CRfU

#dataviz #ggplot2 #TidyTuesday https://t.co/T5ildPrDq0",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,320
3924,"Build a small #rstats <U+0001F4E6> with devtools and @rstudio
https://t.co/OsCnzPEKjW

I�m joining @hadleywickham to update the R Packages book. Drafting this new chapter was step 1. Feedback welcome!

Thx again to @zorroxinxsindi  for #bookdown-ification.",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,256
3925,"The #rstats staplr package 2.9.0 is now on  CRAN  <U+0001F4CE> <U+0001F528> <U+0001F527> <U+2702><U+FE0F> <U+0001F4CE>. 
<U+0001F389> <U+0001F38A> Celebrating with awesome @OganM  and all involved !!!!
A big thanks to @robjhyndman  for the initial idea of the package. 
This package provides a toolkit to manipulate PDF files https://t.co/vSHYdzQRNv",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,349
3926,"CRAN upgrade of the spdep package for spatial dependence testing/modelling to 1.0-2: https://t.co/13JE3qOqAV,   featuring new dependency on sf https://t.co/5hEOxrxTwo,   and sf-using documentation:   https://t.co/dHVwnrW5Xk, thanks to @edzerpebesma, @CivicAngela &amp; others. #rstats",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,284
3927,"Elect the city's first data scientist alderman!
PhD in Statistics (ML), UIC 2013
5 years in Chicago's tech industry; now @ibm
@nasa_fdl AI Technical Committee
@ChicagoRusers Co-organizer
#rstats #DataScience
Paid for by Troy Hernandez and Friends",FALSE,FALSE,YES,0,FALSE,other,246
3928,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,YES,0,TRUE,other,267
3929,"R is hard to google. So I vote we rename R to Roo, and the mascot could be Roo <U+0001F998>from Pooh, and his buddy could be a cute little snake <U+0001F40D> for like Python. Think of all the fan art of the tiny snek and Roo cuddling. And then #Python people and #Rstats people could be friends. <U+2764><U+FE0F>.",FALSE,FALSE,NO,0,FALSE,Twitter for iPhone,313
3930,"Thanks to help from @UberEng, I've got brushing working in {mapdeck}.

Use `brush_radius` in `add_arc` to get a brushing effect #rstats #gis #dataviz #moretocome https://t.co/V39CUvH75X",FALSE,FALSE,NO,0,FALSE,Twitter for iPhone,185
3931,"�R para periodistas! 
Cada d�a crece el alcance y las posibilidades que ofrece #R  a m�ltiples disciplinas y profesiones. 
https://t.co/6UjIJUiCke
#DataScience 
#DataVisualization 
#rstats 
#data https://t.co/oryw9CTrjK",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,219
3932,"Roses are red,
Iris data forgettable.
Objects of type closure,
Are not subsettable

#rstats valentine",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,101
3933,Super happy to announce that the Geocomputation with R book is first on the Amazon list of New Releases in Statistics - https://t.co/Bp5CDtG7C2. Many thanks to all of you! #geocompr #rspatial #rstats https://t.co/ONAyLU7rX5,FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,223
3934,"I'm looking at the R&amp;D budget (split into DoD and all other agencies) for #TidyTuesday week 7

code: https://t.co/TTuxdgZe9R

#rstats #R4DS https://t.co/c48aZDfCWt",FALSE,FALSE,YES,0,NA,other,167
3935,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,YES,0,TRUE,Twitter for Android,267
3936,"Typical day of a programmer. 
#rstats #python #DataScience #Bioinformatics https://t.co/PHsGOCSgAf",FALSE,FALSE,YES,1,FALSE,other,98
3937,"Should have been taking it easy tonight, but instead got excited that @ComposerProject has a bunch of data on composers. 

Not often I get to combine my love of #rstats with orchestra data and make high quality plots to procrastinate writing.... #dataviz #ggplot2 https://t.co/RaG7jDEfhE",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,287
3938,"#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,161
3939,"PyTorch for Dummies. #BigData #Analytics #DeepLearning #MachineLearning #DataScience #AI #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #JavaScript #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #Linux 
https://t.co/WuO84fjcNb https://t.co/zpGI6v8XDe",FALSE,FALSE,YES,1,FALSE,Twitter for Android,271
3940,"Want to publish your R Markdown<U+0001F4C4> to @Confluence? Try conflr <U+0001F4E6>, a handy RStudio addin for this! #rstats #rmarkdown

blog post: https://t.co/lK8AKeAp9Y
repo: https://t.co/sZAKjgA1UT https://t.co/zdiAydcNPK",FALSE,FALSE,YES,0,FALSE,other,225
3941,@berge314 I'm confident that someone in #rstats world would have a great time writing snarky error/warning/advice messages.,FALSE,FALSE,YES,0,NA,other,123
3942,"Writing a scientific manuscript in R! Please comment if you have had success and can provide pointers! #rstats #reproducible #makefile

https://t.co/XgXcVg4dai",FALSE,FALSE,YES,0,FALSE,Twitter for Android,159
3943,"books, books, everywhere and so little time: #rstats R book�lists https://t.co/0qYtdLoELK https://t.co/umdD4SVSIW",FALSE,FALSE,YES,0,NA,other,113
3944,"R is hard to google. So I vote we rename R to Roo, and the mascot could be Roo <U+0001F998>from Pooh, and his buddy could be a cute little snake <U+0001F40D> for like Python. Think of all the fan art of the tiny snek and Roo cuddling. And then #Python people and #Rstats people could be friends. <U+2764><U+FE0F>.",FALSE,FALSE,NO,0,FALSE,Twitter for Android,313
3945,"Want to publish your R Markdown<U+0001F4C4> to @Confluence? Try conflr <U+0001F4E6>, a handy RStudio addin for this! #rstats #rmarkdown

blog post: https://t.co/lK8AKeAp9Y
repo: https://t.co/sZAKjgA1UT https://t.co/zdiAydcNPK",FALSE,FALSE,YES,1,FALSE,other,225
3946,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,YES,0,TRUE,Twitter for iPhone,267
3947,"To clear up the confusion and to improve upon the previous animation, I made a new version of linear predictors and their ROC curves. The code and the gif are now in https://t.co/uBjkUpHDr6 Thank you @ClausWilke for your help with coding and visualisation. #rstats #gganimate https://t.co/BpTuajIhEr",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,299
3948,R Stats Pro Tip: take off your blue filter glasses or you will spend 30 mins wondering why you can�t get the colours of your ggplot to look the way you want/know they should look <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F> #foureyes #rnoob #usererror #rstats,FALSE,FALSE,NO,0,NA,Twitter for iPhone,263
3949,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,YES,1,TRUE,Twitter for iPhone,267
3950,"Where was this hack when I was learning how to build unit tests in #rstats with the testthat package?!?! Well it's never too late to refactor my tests, I guess. https://t.co/emudFgkMZn",FALSE,FALSE,YES,0,FALSE,Twitter for Android,184
3951,We don't need no stinkin fancy arrows... #rstats https://t.co/dgWfOY4NiM,FALSE,FALSE,YES,0,NA,Twitter for Android,72
3952,@Selina__Carter @rstudio Your attention to typeface detail is super on-brand for #rstats. <U+0001F44D>,FALSE,FALSE,YES,0,NA,Twitter for Android,102
3953,My favorite! #rstats https://t.co/R2kOcoICG7,FALSE,FALSE,YES,0,NA,Twitter for Android,44
3954,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,NO,1,TRUE,Twitter for Android,267
3955,"New results of the survey on the #rstats tracking packages are out! What packages are most popular to analyze #SatelliteTelemetry ?
https://t.co/80bo3DkcLt",FALSE,FALSE,YES,0,FALSE,other,155
3956,"Roses are red,
Iris data forgettable.
Objects of type closure,
Are not subsettable

#rstats valentine",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,101
3957,How I roped @catherinezh into speaking about time series forecasting at the #rstats Meetup #rstatsnyc https://t.co/PXNw0CMjOQ,FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,125
3958,Awesome talk by @catherinezh about smart &amp; fun ways to do forecasting &amp; anomaly detection #rstats @nyhackr |NY Open Statistical Programming @meetup https://t.co/Ag3KhWzEsQ,FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,179
3959,"I've been putting off figuring out how to do multiple plots in #ggplot (for.. years..), but no longer!! This is phenomenal: https://t.co/U7Mp4zA2dw Handles alignment, different row widths, and ggsave. Thank you @ClausWilke! #cowplot #rstats https://t.co/PIyvrPQgRS",FALSE,FALSE,YES,0,FALSE,other,264
3960,Awesome talk by @catherinezh about smart &amp; fun ways to do forecasting &amp; anomaly detection #rstats @nyhackr |NY Open Statistical Programming @meetup https://t.co/Ag3KhWzEsQ,FALSE,FALSE,YES,0,NA,Twitter for iPhone,179
3961,"#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,YES,0,FALSE,other,161
3962,"Light your fire! #Technology, #Innovation, #Finance - make your mark 

#smartcities #bigdata #iot #writing #strategy #innovation #chooselove #rstats #smartcity #opendata #digitalmarketing #marketing #sales #bigdata #entrepreneur #startup  #ceo #cmo https://t.co/IZe9y15GWb",FALSE,FALSE,NO,0,FALSE,Twitter Web App,272
3963,"A scientist talks about his success on #Twitter!

By @KirkDBorne 

https://t.co/Ic69ZYE31h �

#DataScience #rstats #socialmedia #innovation #socialmediamarketing #bigdata #analytics #ai #ml #ArtificialInteligence #MachineLearning #Machine_Learning #networking #hiring #influencer",FALSE,FALSE,NO,0,FALSE,Twitter Web App,279
3964,"The #rstats staplr package 2.9.0 is now on  CRAN  <U+0001F4CE> <U+0001F528> <U+0001F527> <U+2702><U+FE0F> <U+0001F4CE>. 
<U+0001F389> <U+0001F38A> Celebrating with awesome @OganM  and all involved !!!!
A big thanks to @robjhyndman  for the initial idea of the package. 
This package provides a toolkit to manipulate PDF files https://t.co/vSHYdzQRNv",FALSE,FALSE,YES,0,FALSE,Twitter for Android,349
3965,"Anyone knows why the ""&gt;"" operator doesn't work within system calls in windows?

#rstats

https://t.co/p9y02vIG1R",FALSE,FALSE,YES,0,NA,other,115
3966,"Light your fire! #Technology, #Innovation, #Finance - make your mark 

#smartcities #bigdata #iot #writing #strategy #innovation #chooselove #rstats #smartcity #opendata #digitalmarketing #marketing #sales #bigdata #entrepreneur #startup  #ceo #cmo https://t.co/IZe9y15GWb",FALSE,FALSE,NO,0,FALSE,Twitter Web App,272
3967,"#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,NO,0,FALSE,other,161
3968,"#AI, AR, VR, Blockchain: New Technology Disrupting Digital Marketing (infographic)
#DeepLearning #KSQL #MQTT #IoT #Sensor #BigData #Analytics #MachineLearning #DataScience #IIoT #RStats #ReactJS #VueJS #GoLang #CloudComputing #Serverless #DataScientist #100daysofcode #CodeNewbie https://t.co/Pb9lw2nOVw",FALSE,FALSE,YES,1,FALSE,other,303
3969,excellent talk from @catherinezh on forecasting and anomaly detection at @nyhackr and excellent (only kind of) fake talk subtitle #rstats https://t.co/1wsLDh2k0f,FALSE,FALSE,YES,0,NA,Twitter for iPhone,161
3970,"Happy to share new tutorial on `ggstatsplot` package!
https://t.co/QwgL1w5bvi

Attempts to explain (~ &lt; 10 min.)
- why this package exists
- current functionality
- benefits
- limitations

Big thanks to @xieyihui for #xaringan &amp; @grrrck for CSS template!

#rstats #dataviz #ggplot https://t.co/2cqJIkIie5",FALSE,FALSE,YES,1,FALSE,Twitter for Android,311
3971,"This is why I love #rstats. There really is a package for everything ...

&gt; library(english)
&gt; as.english(3)

[1] three

Comes in handy when writing reproducible manuscripts.",FALSE,FALSE,YES,1,FALSE,Twitter for Android,180
3972,"This is a *great* conference for #datascience #rstats #causalinference etc. in health policy. Propose a cool session and I'll see you there! 
 https://t.co/pTrucmhunA https://t.co/WmNkq1NoQQ",FALSE,FALSE,YES,1,FALSE,Twitter for iPhone,190
3973,"Light your fire! #Technology, #Innovation, #Finance - make your mark 

#smartcities #bigdata #iot #writing #strategy #innovation #chooselove #rstats #smartcity #opendata #digitalmarketing #marketing #sales #bigdata #entrepreneur #startup  #ceo #cmo https://t.co/IZe9y15GWb",FALSE,FALSE,YES,0,FALSE,Twitter Web App,272
3974,"the #rspatial #tidyverse synergy is amazing <U+0001F44F><U+0001F44F><U+0001F44F> I produced the plot below with a combination of `stars`, `sf`, `dplyr`, `ggplot2` &amp; friends. Code here: https://t.co/bULZDMXfHx (the points are Gaussian noise generated for the purpose of the example) #rstats https://t.co/DMzRfLbVck",FALSE,FALSE,NO,0,FALSE,other,317
3975,"TIL sf::st_simplify is <U+0001F44D> for impatient mapmakers happy with ""good enough for now"" polygons. See the difference between the 1st &amp; 2nd? NOPE me either, but the 2nd is &gt; 100x faster than the 1st. Plus it's weirdly fun to make abstract spatial art w/oversimplified polygons. #rstats https://t.co/0Mhpwcm6Iv",FALSE,FALSE,NO,0,FALSE,other,320
3976,"�R para periodistas! 
Cada d�a crece el alcance y las posibilidades que ofrece #R  a m�ltiples disciplinas y profesiones. 
https://t.co/6UjIJUiCke
#DataScience 
#DataVisualization 
#rstats 
#data https://t.co/oryw9CTrjK",FALSE,FALSE,YES,0,FALSE,Twitter for Android,219
3977,"Hey you! 

Are you a student interested in developing tools and content for the #rstats community? 

Hurry up and apply to on of the 11(!) PAID @rstudio internships for 2019! The deadline is February 22nd, only 9 days away!

 https://t.co/V1dFrwa8Q1

#tidyverse #r4ds",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,267
3978,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,YES,0,TRUE,Twitter for iPhone,267
3979,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,YES,0,TRUE,Twitter Web App,267
3980,"Halp #rstats twitter! My brain does not think in ifelse and loops, but this feels like a good puzzle for someone who's does: https://t.co/1oKD2XefPx",FALSE,FALSE,NO,0,FALSE,Twitter for iPhone,148
3981,"Light your fire! #Technology, #Innovation, #Finance - make your mark 

#smartcities #bigdata #iot #writing #strategy #innovation #chooselove #rstats #smartcity #opendata #digitalmarketing #marketing #sales #bigdata #entrepreneur #startup  #ceo #cmo https://t.co/IZe9y15GWb",FALSE,FALSE,NO,1,FALSE,Twitter Web App,272
3982,"#rstats R-hub is on Twitter now! <U+0001F44B>

Stay tuned for further updates, we'll soon launch a docs website and a blog! <U+0001F387>

In the meantime find
<U+0001F517> our <U+0001F4E6>builder https://t.co/QG8jwaCoto
<U+0001F517> our Github organization https://t.co/tR4d94ZHSj",FALSE,FALSE,YES,0,FALSE,other,280
3983,"This is a *great* conference for #datascience #rstats #causalinference etc. in health policy. Propose a cool session and I'll see you there! 
 https://t.co/pTrucmhunA https://t.co/WmNkq1NoQQ",FALSE,FALSE,NO,0,FALSE,Twitter Web App,190
3984,"Don't mind me, just combining #rayshader with #plottertwitter for some eye-popping effects <U+0001F440> #rstats https://t.co/eQtbi2MB3v",FALSE,FALSE,YES,0,FALSE,Twitter Web App,135
3985,"Roses are red
Violets are red
Everything is red
Why is my code not running 

#rstats #AcademicValentine",FALSE,FALSE,YES,0,FALSE,Twitter for Android,103
3986,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,NO,0,TRUE,Twitter for Android,267
3987,"Roses are red,
Iris data forgettable.
Objects of type closure,
Are not subsettable

#rstats valentine",FALSE,FALSE,YES,0,FALSE,Twitter for Android,101
3988,"The #rstats staplr package 2.9.0 is now on  CRAN  <U+0001F4CE> <U+0001F528> <U+0001F527> <U+2702><U+FE0F> <U+0001F4CE>. 
<U+0001F389> <U+0001F38A> Celebrating with awesome @OganM  and all involved !!!!
A big thanks to @robjhyndman  for the initial idea of the package. 
This package provides a toolkit to manipulate PDF files https://t.co/vSHYdzQRNv",FALSE,FALSE,YES,0,FALSE,Twitter for Android,349
3989,"#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,YES,0,FALSE,Twitter for Android,161
3990,"#rstats in ggplot2, you can use `stat_smooth(method = ""lm"", formula = y ~ 1)` if you want to plot the average y over a range of x values. https://t.co/R8OJbpFldg",FALSE,FALSE,YES,0,FALSE,Twitter for Android,161
3991,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,YES,0,TRUE,other,267
3992,"<U+0001F9D9><U+200D><U+2640><U+FE0F> Sure looks magical<U+2727><U+FF65><U+FF9F>: *
""conflr: Publishing R Markdown documents on @Atlassian Confluence""  <U+270D><U+FE0F> @yutannihilat_en 
https://t.co/i4BFwGVSke #rstats (cc @haozhu233) https://t.co/S51ghRM4G2",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,257
3993,At the #rstats meetup where @catherinezh is talking about the prophet package for #timeseries developed by @facebook https://t.co/5hDIrdeK42,FALSE,FALSE,YES,0,NA,Twitter for iPhone,140
3994,"Want to work as an intern at @rstudio? We have six positions available in the US this summer. We'd love your help improving shiny, rmarkdown, the tidyverse, or building new educational tools. YOU HAVE ONE WEEK LEFT TO APPLY! Details at https://t.co/vxfahr6ga5 #rstats",FALSE,FALSE,YES,0,TRUE,Twitter for iPhone,267
3995,"<U+0001F5D3> Really been enjoying @gelliottmorris' weekly series of write-ups w/ code!
<U+0001F3DB> ""R for Political Data Science""
https://t.co/wneubAKXQS #rstats #dataviz https://t.co/LY7N5bPGUw",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,195
3996,"the #rspatial #tidyverse synergy is amazing <U+0001F44F><U+0001F44F><U+0001F44F> I produced the plot below with a combination of `stars`, `sf`, `dplyr`, `ggplot2` &amp; friends. Code here: https://t.co/bULZDMXfHx (the points are Gaussian noise generated for the purpose of the example) #rstats https://t.co/DMzRfLbVck",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,317
3997,"TIL sf::st_simplify is <U+0001F44D> for impatient mapmakers happy with ""good enough for now"" polygons. See the difference between the 1st &amp; 2nd? NOPE me either, but the 2nd is &gt; 100x faster than the 1st. Plus it's weirdly fun to make abstract spatial art w/oversimplified polygons. #rstats https://t.co/0Mhpwcm6Iv",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,320
3998,"R is hard to google. So I vote we rename R to Roo, and the mascot could be Roo <U+0001F998>from Pooh, and his buddy could be a cute little snake <U+0001F40D> for like Python. Think of all the fan art of the tiny snek and Roo cuddling. And then #Python people and #Rstats people could be friends. <U+2764><U+FE0F>.",FALSE,FALSE,YES,0,FALSE,Twitter for iPhone,313
3999,"Ya est�n abiertas las inscripciones en Puebla para el curso de programaci�n (en colaboraci�n con la @OITnoticias) con #rstats y #Python que ofrecemos para estudiantes de universidades p�blicas.
D�nle RT 
<U+0001F447>
https://t.co/8Wjy3eAn4b",FALSE,FALSE,YES,0,FALSE,Twitter for Android,240
4000,<U+2728>Building a Shiny web application to visualize spatial and spatio-temporal data<U+2728>Slides + step-by-step tutorial: https://t.co/ikRWh9N7ki #rshiny #rstats #rspatial #RINLA <U+0001F30D> https://t.co/HEVXLoRKcM,FALSE,FALSE,YES,0,FALSE,other,219
4001,"R is hard to google. So I vote we rename R to Roo, and the mascot could be Roo <U+0001F998>from Pooh, and his buddy could be a cute little snake <U+0001F40D> for like Python. Think of all the fan art of the tiny snek and Roo cuddling. And then #Python people and #Rstats people could be friends. <U+2764><U+FE0F>.",FALSE,FALSE,YES,0,FALSE,other,313
